Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Sh,GCA_Fld,GCA_Def
Joel Pohjanpalo,FIN,FW,Venezia,29,1994,17.8,33,1.85,25,0,0,5,3,0,3,0.17,1,0,0,1,1,0
Matteo Politano,ITA,"FW,MF",Napoli,30,1993,31.2,105,3.37,73,20,5,4,3,0,10,0.32,8,1,0,0,1,0
Marin Pongračić,CRO,DF,Fiorentina,26,1997,14.4,12,0.79,10,2,0,0,0,0,1,0.07,1,0,0,0,0,0
Stefan Posch,AUT,DF,Bologna,27,1997,7.9,18,2.26,14,3,0,0,1,0,1,0.13,1,0,0,0,0,0
Stefan Posch,AUT,DF,Atalanta,27,1997,4.3,5,1.16,3,0,0,2,0,0,1,0.23,0,0,0,1,0,0
Matteo Prati,ITA,MF,Cagliari,20,2003,6.3,11,1.74,9,1,0,0,1,0,1,0.16,1,0,0,0,0,0
Ivan Provedel,ITA,GK,Lazio,30,1994,29.0,13,0.45,10,2,0,0,1,0,0,0.0,0,0,0,0,0,0
Diego Pugno,ITA,FW,Juventus,18,2006,0.1,1,12.86,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Christian Pulisic,USA,"FW,MF",Milan,25,1998,27.5,125,4.54,86,17,6,8,5,3,14,0.51,6,3,0,3,1,1
Ionuț Radu,ROU,GK,Venezia,27,1997,15.0,7,0.47,5,2,0,0,0,0,1,0.07,0,1,0,0,0,0
Hamza Rafia,TUN,MF,Lecce,25,1999,11.8,36,3.06,24,7,1,0,1,3,0,0.0,0,0,0,0,0,0
Antonio Raimondo,ITA,"FW,DF",Venezia,20,2004,1.0,2,1.91,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ylber Ramadani,ALB,MF,Lecce,28,1996,20.1,35,1.74,33,0,0,1,0,1,4,0.2,4,0,0,0,0,0
Luca Ranieri,ITA,DF,Fiorentina,25,1999,33.1,28,0.82,24,0,2,2,0,0,6,0.18,6,0,0,0,0,0
Giacomo Raspadori,ITA,"FW,MF",Napoli,24,2000,12.3,51,4.16,29,12,2,6,2,0,4,0.33,2,0,0,0,2,0
Federico Ravaglia,ITA,GK,Bologna,24,1999,11.7,4,0.34,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Ante Rebić,CRO,"FW,MF",Lecce,30,1993,8.8,30,3.43,16,6,3,0,5,0,1,0.11,0,0,0,0,1,0
Tijjani Reijnders,NED,MF,Milan,26,1998,34.8,117,3.37,77,15,13,8,3,1,10,0.29,5,2,1,2,0,0
Pepe Reina,ESP,GK,Como,41,1982,11.5,1,0.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Devyne Rensch,NED,DF,Roma,21,2003,5.2,14,2.69,8,1,0,2,3,0,1,0.19,1,0,0,0,0,0
Mateo Retegui,ITA,FW,Atalanta,25,1999,26.5,76,2.87,62,0,2,8,4,0,14,0.53,11,0,0,2,1,0
Samuele Ricci,ITA,MF,Torino,22,2001,31.4,48,1.53,43,2,0,1,2,0,4,0.13,4,0,0,0,0,0
Amir Richardson,MAR,MF,Fiorentina,22,2002,11.4,19,1.56,17,0,1,0,1,0,4,0.33,3,0,0,0,1,0
Sergi Roberto,ESP,MF,Como,32,1992,7.7,24,3.1,20,3,0,1,0,0,1,0.13,1,0,0,0,0,0
Alessio Romagnoli,ITA,DF,Lazio,29,1995,29.7,27,0.91,25,0,0,2,0,0,1,0.03,1,0,0,0,0,0
Jonas Rouhi,SWE,DF,Juventus,20,2004,2.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nicolò Rovella,ITA,MF,Lazio,22,2001,30.2,71,2.35,58,5,2,0,3,3,3,0.1,3,0,0,0,0,0
Amir Rrahmani,KVX,DF,Napoli,30,1994,37.8,42,1.11,35,2,0,5,0,0,4,0.11,2,1,0,1,0,0
Tommaso Rubino,ITA,MF,Fiorentina,17,2006,0.1,1,11.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Matteo Ruggeri,ITA,DF,Atalanta,22,2002,19.5,39,2.0,35,1,1,2,0,0,4,0.21,4,0,0,0,0,0
Stefano Sabelli,ITA,DF,Genoa,31,1993,22.9,38,1.66,33,3,0,0,2,0,2,0.09,2,0,0,0,0,0
Richie Sagrado,BEL,DF,Venezia,20,2004,1.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Marco Sala,ITA,DF,Como,25,1999,2.9,6,2.07,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Marco Sala,ITA,DF,Lecce,25,1999,0.8,1,1.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Anass Salah-Eddine,NED,DF,Roma,22,2002,1.7,4,2.37,4,0,0,0,0,0,1,0.59,1,0,0,0,0,0
Lazar Samardzic,SRB,MF,Atalanta,22,2002,13.0,77,5.93,50,12,8,6,0,1,6,0.46,5,0,0,1,0,0
Antonio Sanabria,PAR,FW,Torino,28,1996,14.6,21,1.44,14,1,0,3,3,0,3,0.21,1,1,0,0,1,0
Alexis Sánchez,CHI,FW,Udinese,35,1988,4.9,18,3.71,13,1,0,2,2,0,0,0.0,0,0,0,0,0,0
Nicola Sansone,ITA,"MF,FW",Lecce,32,1991,0.7,5,6.92,3,1,0,0,1,0,0,0.0,0,0,0,0,0,0
Amin Sarr,SWE,FW,Hellas Verona,23,2001,21.2,45,2.13,35,0,3,5,2,0,4,0.19,2,0,0,2,0,0
Razvan Sava,ROU,GK,Udinese,22,2002,12.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nicolò Savona,ITA,DF,Juventus,21,2003,19.2,29,1.51,27,1,1,0,0,0,2,0.1,2,0,0,0,0,0
Saba Sazonov,GEO,DF,Torino,22,2002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Giorgio Scalvini,ITA,DF,Atalanta,20,2003,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Gianluca Scamacca,ITA,FW,Atalanta,25,1999,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Joël Schingtienne,BEL,DF,Venezia,21,2002,12.5,10,0.8,8,1,1,0,0,0,0,0.0,0,0,0,0,0,0
Simone Scuffet,ITA,GK,Cagliari,28,1996,13.0,2,0.15,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Simone Scuffet,ITA,GK,Napoli,28,1996,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jacopo Seghetti,ITA,GK,Empoli,19,2005,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Stefano Sensi,ITA,MF,Monza,28,1995,3.0,15,4.89,13,1,0,0,1,0,0,0.0,0,0,0,0,0,0
Suat Serdar,GER,MF,Hellas Verona,27,1997,15.3,29,1.9,19,0,3,3,4,0,1,0.07,1,0,0,0,0,0
Alen Sherri,ALB,GK,Cagliari,26,1997,6.9,2,0.29,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Eldor Shomurodov,UZB,"FW,MF",Roma,29,1995,12.2,32,2.62,27,0,0,4,0,1,7,0.57,7,0,0,0,0,0
Benjamin Siegrist,SUI,GK,Genoa,32,1992,1.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Marco Silvestri,ITA,GK,Empoli,33,1991,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Giovanni Simeone,ARG,FW,Napoli,29,1995,4.7,12,2.59,9,0,1,1,1,0,2,0.43,1,0,0,1,0,0
Łukasz Skorupski,POL,GK,Bologna,33,1991,26.3,4,0.15,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ivan Smolčić,CRO,DF,Como,23,2000,7.0,8,1.14,4,2,0,2,0,0,0,0.0,0,0,0,0,0,0
Simon Sohm,SUI,MF,Parma,23,2001,33.2,78,2.35,65,2,5,1,3,2,3,0.09,3,0,0,0,0,0
Ola Solbakken,NOR,"MF,FW",Empoli,25,1998,8.4,12,1.42,11,0,1,0,0,0,1,0.12,1,0,0,0,0,0
Oumar Solet,FRA,DF,Udinese,24,2000,18.6,33,1.78,27,1,4,0,0,1,3,0.16,1,0,2,0,0,0
Daniele Sommariva,ITA,GK,Genoa,27,1997,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Yann Sommer,SUI,GK,Inter,35,1988,32.0,6,0.18,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Borna Sosa,CRO,DF,Torino,26,1998,13.1,24,1.83,17,2,2,1,0,2,1,0.08,1,0,0,0,0,0
Riccardo Sottil,ITA,"FW,MF",Fiorentina,25,1999,9.3,35,3.78,23,0,5,3,4,0,4,0.43,3,0,0,0,1,0
Riccardo Sottil,ITA,"FW,MF",Milan,25,1999,1.4,5,3.6,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Matìas Soulé,ARG,"MF,DF",Roma,21,2003,19.8,90,4.55,63,17,3,5,2,0,8,0.4,5,1,0,1,1,0
Marco Sportiello,ITA,GK,Milan,32,1992,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Filip Stankovic,SRB,GK,Venezia,22,2002,15.2,1,0.07,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Petar Stojanović,SVN,MF,Empoli,28,1995,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Gabriel Strefezza,BRA,"FW,MF",Como,27,1997,29.1,111,3.82,76,23,3,3,4,2,4,0.14,4,0,0,0,0,0
Ibrahim Sulemana,GHA,MF,Atalanta,21,2003,3.1,3,0.95,1,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Tomáš Suslov,SVK,"MF,FW",Hellas Verona,22,2002,23.1,74,3.2,47,12,5,2,6,2,4,0.17,1,1,0,0,1,1
Zion Suzuki,JPN,GK,Parma,21,2002,36.8,9,0.24,8,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Marin Šverko,CRO,DF,Venezia,26,1998,12.4,13,1.05,9,2,0,0,1,1,1,0.08,0,1,0,0,0,0
Mile Svilar,SRB,GK,Roma,24,1999,38.0,6,0.16,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Michael Svoboda,AUT,DF,Venezia,25,1998,14.6,16,1.1,14,1,1,0,0,0,0,0.0,0,0,0,0,0,0
Adrien Tameze,CMR,"MF,DF",Torino,30,1994,7.2,8,1.11,6,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Mehdi Taremi,IRN,FW,Inter,32,1992,9.0,33,3.64,25,0,1,3,4,0,4,0.44,2,0,0,1,1,0
Nuno Tavares,POR,DF,Lazio,24,2000,18.7,63,3.37,49,3,7,2,2,0,11,0.59,7,1,2,0,1,0
Loum Tchaouna,FRA,"FW,MF",Lazio,20,2003,7.3,25,3.4,20,1,0,2,0,2,6,0.82,5,0,0,1,0,0
Casper Tengstedt,DEN,FW,Hellas Verona,24,2000,16.9,24,1.42,17,0,1,4,2,0,3,0.18,2,0,0,1,0,0
Pietro Terracciano,ITA,GK,Fiorentina,34,1990,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Florian Thauvin,FRA,"FW,MF",Udinese,31,1993,21.7,93,4.28,63,13,5,8,3,1,9,0.41,4,1,0,4,0,0
Malick Thiaw,GER,DF,Milan,22,2001,20.1,21,1.05,19,0,0,2,0,0,1,0.05,1,0,0,0,0,0
Morten Thorsby,NOR,"MF,FW",Genoa,28,1996,21.1,55,2.61,48,0,0,4,2,1,2,0.09,2,0,0,0,0,0
Khéphren Thuram,FRA,MF,Juventus,23,2001,25.8,56,2.17,47,0,2,4,2,1,10,0.39,9,0,0,1,0,0
Marcus Thuram,FRA,FW,Inter,26,1997,24.4,90,3.54,66,0,7,7,9,1,16,0.63,10,0,2,1,3,0
Cheikh Tidiane Niasse,SEN,MF,Hellas Verona,24,2000,8.4,12,1.43,10,0,0,0,1,1,0,0.0,0,0,0,0,0,0
Rafael Tolói,ITA,DF,Atalanta,33,1990,5.2,7,1.35,5,0,0,0,1,1,0,0.0,0,0,0,0,0,0
Fikayo Tomori,ENG,DF,Milan,26,1997,17.7,22,1.24,18,0,0,0,0,4,3,0.17,3,0,0,0,0,0
Luka Topalović,SVN,MF,Inter,18,2006,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lorenzo Tosto,ITA,DF,Empoli,18,2006,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Souleymane Touré,FRA,DF,Udinese,21,2003,8.1,8,0.98,6,0,0,1,0,1,0,0.0,0,0,0,0,0,0
Stefano Turati,ITA,GK,Monza,22,2001,29.7,5,0.17,1,4,0,0,0,0,1,0.03,0,1,0,0,0,0
Kacper Urbanski,POL,MF,Bologna,19,2004,2.7,8,2.91,7,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Kacper Urbanski,POL,MF,Monza,19,2004,5.6,7,1.26,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lautaro Valenti,ARG,DF,Parma,25,1999,17.3,11,0.64,8,1,0,0,0,2,0,0.0,0,0,0,0,0,0
Nicolás Valentini,ARG,DF,Hellas Verona,23,2001,12.5,11,0.88,11,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Emanuele Valeri,ITA,DF,Parma,25,1998,31.9,75,2.35,48,10,2,4,5,6,10,0.31,8,0,1,1,0,0
Álex Valle,ESP,DF,Como,20,2004,11.4,25,2.18,22,1,0,2,0,0,0,0.0,0,0,0,0,0,0
Mattia Valoti,ITA,MF,Monza,30,1993,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Devis Vásquez,COL,GK,Empoli,26,1998,32.0,6,0.19,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Johan Vásquez,MEX,DF,Genoa,25,1998,33.8,25,0.74,18,1,0,3,2,1,0,0.0,0,0,0,0,0,0
Matías Vecino,URU,MF,Lazio,32,1991,9.7,22,2.25,18,0,0,3,0,1,4,0.41,3,0,0,1,0,0
Danilo Veiga,POR,DF,Lecce,21,2002,4.2,14,3.38,8,0,2,2,2,0,1,0.24,0,0,0,1,0,0
Renato Veiga,POR,DF,Juventus,21,2003,12.1,9,0.74,9,0,0,0,0,0,1,0.08,1,0,0,0,0,0
Lorenzo Venturino,ITA,"FW,MF",Genoa,18,2006,1.9,6,3.23,3,0,1,1,0,1,1,0.54,0,0,1,0,0,0
Simone Verdi,ITA,"MF,FW",Como,32,1992,1.3,8,6.26,6,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Samuele Vignato,ITA,MF,Monza,20,2004,5.2,7,1.34,7,0,0,0,0,0,1,0.19,1,0,0,0,0,0
Nicolas Viola,ITA,"FW,MF",Cagliari,34,1989,14.1,59,4.19,30,21,3,2,3,0,4,0.28,2,1,0,0,1,0
Mattia Viti,ITA,DF,Empoli,22,2002,28.6,23,0.8,14,2,0,2,2,3,0,0.0,0,0,0,0,0,0
Vitinha,POR,"FW,MF",Genoa,24,2000,14.8,41,2.78,25,4,5,2,5,0,3,0.2,3,0,0,0,0,0
Dušan Vlahović,SRB,FW,Juventus,24,2000,19.8,41,2.07,28,0,6,5,2,0,8,0.4,5,0,3,0,0,0
Vanja Vlahović,SRB,"FW,MF",Atalanta,20,2004,0.7,3,4.5,2,0,0,0,1,0,1,1.5,0,0,0,0,1,0
Nikola Vlašić,CRO,"MF,FW",Torino,26,1997,23.5,70,2.98,61,0,3,2,3,1,8,0.34,6,0,1,0,1,0
Alessandro Vogliacco,ITA,DF,Genoa,25,1998,7.9,6,0.76,4,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Alessandro Vogliacco,ITA,DF,Parma,25,1998,8.6,5,0.58,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Mërgim Vojvoda,KVX,DF,Torino,29,1995,12.3,27,2.2,24,1,1,0,1,0,1,0.08,1,0,0,0,0,0
Mërgim Vojvoda,KVX,DF,Como,29,1995,8.0,20,2.51,15,3,1,1,0,0,2,0.25,2,0,0,0,0,0
Kyle Walker,ENG,DF,Milan,34,1990,7.3,10,1.37,9,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Sebastian Walukiewicz,POL,DF,Torino,24,2000,18.5,16,0.87,15,0,0,1,0,0,1,0.05,1,0,0,0,0,0
Sebastian Walukiewicz,POL,DF,Empoli,24,2000,2.0,4,2.0,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Mateusz Wieteska,POL,DF,Cagliari,27,1997,2.0,2,0.97,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0
John Yeboah,ECU,"FW,MF",Venezia,24,2000,13.6,53,3.89,37,3,6,1,5,1,3,0.22,2,0,0,0,1,0
Kenan Yıldız,TUR,"FW,MF",Juventus,19,2005,26.7,130,4.87,86,11,13,12,5,3,10,0.37,7,0,2,1,0,0
Mattia Zaccagni,ITA,FW,Lazio,29,1995,29.8,107,3.59,69,24,1,6,6,1,9,0.3,7,2,0,0,0,0
Francesco Zampano,ITA,DF,Venezia,30,1993,18.2,25,1.37,21,0,1,1,2,0,3,0.16,2,0,0,0,1,0
Nicolò Zaniolo,ITA,FW,Fiorentina,25,1999,3.8,10,2.42,6,0,1,0,3,0,0,0.0,0,0,0,0,0,0
Nicolò Zaniolo,ITA,"FW,MF",Atalanta,25,1999,4.0,15,3.79,10,0,1,2,2,0,3,0.76,3,0,0,0,0,0
Alessandro Zanoli,ITA,"FW,DF",Genoa,23,2000,19.0,32,1.68,25,2,2,1,1,1,1,0.05,1,0,0,0,0,0
Duván Zapata,COL,FW,Torino,33,1991,6.5,20,3.07,14,0,1,3,1,1,1,0.15,0,0,0,1,0,0
Gabriele Zappa,ITA,DF,Cagliari,24,1999,34.0,57,1.68,52,2,0,3,0,0,2,0.06,2,0,0,0,0,0
Davide Zappacosta,ITA,DF,Atalanta,32,1992,23.0,53,2.31,42,5,1,5,0,0,6,0.26,6,0,0,0,0,0
Oier Zarraga,ESP,MF,Udinese,25,1999,10.0,15,1.51,13,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Jordan Zemura,ZIM,DF,Udinese,24,1999,15.7,30,1.91,19,7,1,1,1,1,4,0.25,3,0,0,1,0,0
Alessio Zerbin,ITA,DF,Venezia,25,1999,16.9,42,2.49,25,10,2,1,3,1,2,0.12,1,0,1,0,0,0
Alessio Zerbin,ITA,"FW,DF",Napoli,25,1999,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kevin Zeroli,ITA,MF,Monza,19,2005,4.4,2,0.46,0,0,0,2,0,0,1,0.23,0,0,0,1,0,0
Kevin Zeroli,ITA,MF,Milan,19,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Piotr Zieliński,POL,MF,Inter,30,1994,10.9,40,3.67,28,8,1,2,0,1,7,0.64,6,0,0,0,0,1
Szymon Żurkowski,POL,MF,Empoli,26,1997,1.2,1,0.85,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Milan Đurić,BIH,FW,Monza,34,1990,14.1,7,0.5,6,0,0,1,0,0,1,0.07,1,0,0,0,0,0
Milan Đurić,BIH,FW,Parma,34,1990,3.0,5,1.68,1,0,1,1,2,0,1,0.34,0,0,0,1,0,0
Junior Adamu,AUT,FW,Freiburg,23,2001,17.2,29,1.69,22,0,1,3,3,0,3,0.17,2,0,0,1,0,0
Karim Adeyemi,GER,"FW,MF",Dortmund,22,2002,15.9,57,3.58,35,1,12,6,2,1,11,0.69,7,0,3,1,0,0
Amine Adli,MAR,"MF,FW",Leverkusen,24,2000,8.5,29,3.41,19,0,2,4,4,0,0,0.0,0,0,0,0,0,0
Oladapo Afolayan,ENG,"FW,MF",St. Pauli,26,1998,18.2,52,2.86,28,0,12,7,5,0,6,0.33,3,0,3,0,0,0
Felix Agu,NGA,DF,Werder Bremen,24,1999,19.5,35,1.8,30,1,2,0,2,0,1,0.05,1,0,0,0,0,0
Erik Ahlstrand,SWE,"FW,MF",St. Pauli,22,2001,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kevin Akpoguma,NGA,DF,Hoffenheim,29,1995,24.7,27,1.09,25,1,0,0,1,0,1,0.04,1,0,0,0,0,0
Andreas Albers,DEN,FW,St. Pauli,34,1990,0.7,2,2.95,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ben Alexander Voll,GER,GK,St. Pauli,23,2000,1.0,1,0.99,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Skelly Alvero,FRA,MF,Werder Bremen,22,2002,2.6,2,0.76,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Aurele Amenda,SUI,DF,Eint Frankfurt,21,2003,1.1,2,1.86,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nadiem Amiri,GER,MF,Mainz 05,27,1996,27.5,119,4.33,74,30,6,5,3,1,15,0.55,13,0,0,2,0,0
Mohamed Amoura,ALG,FW,Wolfsburg,24,2000,27.4,80,2.92,56,2,6,10,4,2,13,0.47,12,0,1,0,0,0
Robert Andrich,GER,"MF,DF",Leverkusen,29,1994,17.8,33,1.86,25,0,1,5,1,1,4,0.23,3,0,0,1,0,0
Waldemar Anton,GER,DF,Dortmund,28,1996,21.7,41,1.9,32,0,6,2,0,1,5,0.23,4,0,0,1,0,0
Maximilian Arnold,GER,MF,Wolfsburg,30,1994,26.2,83,3.17,47,31,1,1,3,0,10,0.38,3,7,0,0,0,0
Jann-Fiete Arp,GER,"FW,MF",Holstein Kiel,24,2000,7.9,33,4.17,18,4,2,3,5,1,3,0.38,1,1,0,1,0,0
Arthur,BRA,DF,Leverkusen,21,2003,8.4,7,0.84,7,0,0,0,0,0,1,0.12,1,0,0,0,0,0
Noah Atubolu,GER,GK,Freiburg,22,2002,25.6,6,0.23,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Ayman Azhil,MAR,MF,Dortmund,23,2001,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Adam Aznou,MAR,DF,Bayern Munich,18,2006,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ridle Baku,GER,"FW,MF",Wolfsburg,26,1998,13.0,31,2.38,22,2,1,3,1,2,4,0.31,3,0,0,0,1,0
Samuel Bamba,GER,"FW,MF",Bochum,20,2004,0.3,2,6.67,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Noahkai Banks,USA,DF,Augsburg,17,2006,3.1,1,0.32,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Scott Banks,SCO,"FW,MF",St. Pauli,22,2001,1.3,3,2.35,0,0,1,1,1,0,1,0.78,0,0,0,1,0,0
Aymen Barkok,MAR,MF,Mainz 05,26,1998,0.8,2,2.47,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Michy Batshuayi,BEL,FW,Eint Frankfurt,30,1993,3.3,4,1.2,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Maximilian Bauer,GER,DF,Augsburg,24,2000,7.3,4,0.55,2,0,0,0,1,1,0,0.0,0,0,0,0,0,0
Oliver Baumann,GER,GK,Hoffenheim,34,1990,28.0,10,0.36,6,4,0,0,0,0,2,0.07,0,2,0,0,0,0
Christoph Baumgartner,AUT,MF,RB Leipzig,24,1999,17.9,42,2.35,31,0,3,6,1,1,6,0.34,3,0,1,2,0,0
Ihlas Bebou,TOG,MF,Hoffenheim,30,1994,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Adrian Beck,GER,"MF,FW",Heidenheim,27,1997,17.8,56,3.16,37,4,10,4,1,0,4,0.23,2,1,1,0,0,0
Timo Becker,GER,DF,Holstein Kiel,27,1997,27.2,30,1.1,22,1,2,4,0,1,8,0.29,5,0,1,1,0,1
Kevin Behrens,GER,FW,Wolfsburg,33,1991,1.9,8,4.24,5,1,0,1,1,0,0,0.0,0,0,0,0,0,0
Maximilian Beier,GER,"FW,MF",Dortmund,21,2002,17.7,55,3.11,38,0,6,4,3,4,7,0.4,5,0,1,1,0,0
Stefan Bell,GER,DF,Mainz 05,32,1991,16.0,10,0.63,7,0,0,2,0,1,3,0.19,2,0,0,1,0,0
László Bénes,SVK,"MF,FW",Union Berlin,26,1997,6.5,30,4.58,17,12,0,1,0,0,1,0.15,0,1,0,0,0,0
Ramy Bensebaini,ALG,DF,Dortmund,29,1995,22.5,39,1.74,33,3,0,2,0,1,10,0.45,8,1,0,0,0,1
Mergim Berisha,GER,"FW,MF",Hoffenheim,26,1998,3.7,5,1.35,4,0,0,1,0,0,1,0.27,1,0,0,0,0,0
Mergim Berisha,GER,FW,Augsburg,26,1998,0.4,1,2.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bernardo,BRA,DF,Bochum,29,1995,19.8,22,1.11,18,1,0,2,0,1,0,0.0,0,0,0,0,0,0
Alexander Bernhardsson,SWE,"FW,MF",Holstein Kiel,25,1998,14.0,36,2.57,21,5,4,4,1,1,7,0.5,2,0,2,1,1,1
Matúš Bero,SVK,MF,Bochum,28,1995,28.5,120,4.21,64,41,4,6,3,2,7,0.25,2,2,2,1,0,0
Jan-Niklas Beste,GER,"FW,MF",Freiburg,25,1999,2.4,5,2.11,2,2,0,1,0,0,1,0.42,1,0,0,0,0,0
Tom Bischof,GER,"MF,FW",Hoffenheim,19,2005,28.4,117,4.12,67,32,4,8,4,2,7,0.25,6,1,0,0,0,0
Leonardo Bittencourt,GER,MF,Werder Bremen,30,1993,10.9,39,3.57,28,2,0,4,4,1,5,0.46,5,0,0,0,0,0
Myron Boadu,NED,FW,Bochum,23,2001,11.6,30,2.59,22,0,4,1,3,0,3,0.26,1,0,2,0,0,0
Sacha Boey,FRA,DF,Bayern Munich,23,2000,6.6,11,1.67,8,0,2,0,1,0,3,0.46,2,0,1,0,0,0
Victor Boniface,NGA,FW,Leverkusen,23,2000,11.2,32,2.86,19,0,5,8,0,0,3,0.27,1,0,2,0,0,0
Sebastiaan Bornauw,BEL,DF,Wolfsburg,25,1999,8.8,4,0.46,3,0,0,1,0,0,1,0.11,0,0,0,1,0,0
Carlo Boukhalfa,MAR,MF,St. Pauli,25,1999,18.3,36,1.97,25,0,1,6,3,1,2,0.11,2,0,0,0,0,0
Julian Brandt,GER,MF,Dortmund,28,1996,25.6,102,3.99,89,6,2,5,0,0,14,0.55,13,1,0,0,0,0
Tim Breithaupt,GER,MF,Augsburg,22,2002,1.3,3,2.25,3,0,0,0,0,0,2,1.5,2,0,0,0,0,0
Maximilian Breunig,GER,"FW,MF",Heidenheim,23,2000,3.9,8,2.06,5,1,1,1,0,0,0,0.0,0,0,0,0,0,0
Moritz Broschinski,GER,"FW,MF",Bochum,23,2000,15.4,36,2.33,27,0,3,4,2,0,4,0.26,2,0,1,1,0,0
Emi Buendía,ARG,MF,Leverkusen,27,1996,2.9,12,4.17,6,0,1,3,2,0,1,0.35,0,0,0,1,0,0
Marius Bülter,GER,"FW,DF",Hoffenheim,31,1993,19.2,48,2.5,34,0,3,3,7,1,7,0.36,4,0,2,0,1,0
Jonathan Burkardt,GER,FW,Mainz 05,24,2000,23.4,54,2.31,41,0,3,6,4,0,8,0.34,6,0,0,1,1,0
Oliver Burke,SCO,FW,Werder Bremen,27,1997,10.1,33,3.27,24,1,2,4,1,1,2,0.2,0,1,0,0,0,1
Anthony Caci,FRA,DF,Mainz 05,27,1997,29.8,95,3.18,73,17,2,2,0,1,11,0.37,11,0,0,0,0,0
